id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
34942379,移民,"☀内容简介
所谓移民，即失去礼拜天的灵魂
在大地上寻找更好的人的定义
最后只能以死还乡
本书是塞巴尔德的成名之作，包括四个超长短篇小说：第一篇《亨利•塞尔温大夫》讲述了塞尔温大夫的一生，他从七岁随家离开立陶宛乡村，本想去美国却流落到英国，在晚年一贫如洗；第二篇《保罗•贝雷耶特》讲述了一位深受学生喜爱的国民小学教师的一生，因为家族的不幸，他陷入被驱逐者的忧郁和对德国的复杂情感；第三篇《安布罗斯•阿德尔瓦尔特》讲述了移居纽约的舅公带传奇色彩却又悲凉意味十足的一生，他靠着自己的努力成为大银行家的管家，但最后住进疗养院，主动接受休克疗法；第四篇《马克斯•费尔贝尔》讲述了画家费尔贝尔的一生，以及费尔贝尔母亲留下的回忆录。这些不同的故事有一个共同点，即都是关于背井离乡的犹太人在原居住地和异国他乡的悲惨遭遇。
☀媒体推荐
大多数作家，即使优秀的那些，写能够被写出的东西；而非常伟大的那些，写无法被写出的东西，譬如塞巴尔德。
——《纽约时报》
塞巴尔德的杂糅风格的作品，将在多大程度上影响小说的类型，现在预测可能为时尚早。但可以毫不夸张地说，他是自博尔赫斯以来，从根本上抹除和重画小说界限的第一人。
——《纽约客》
塞巴尔德的作品，首先要谈到的是，它们总有一种在作者死后才出版的气质。正如评论家经常说的，他就像一个幽灵一样写作。他是二十世纪晚期最有创造性的作家。
——英国著名作家 杰夫•戴尔",https://dou.img.lithub.cc/book/34942379.jpg,2020-3,https://book.douban.com/subject/34942379/,8.6,,,,,2025-07-01 02:59:19,[德国] 温弗里德·塞巴尔德 / 2020 / 广西师范大学出版社
36818389,初老的女人,"62岁开始的独居生活
一人，一狗
许多许多盆栽
每周一次往返于东京和熊本
衰老的身体在发出尖叫
送走双亲和丈夫后，62岁的伊藤带着小狗克莱默离开美国，重回日本，开启“初老之女”的独居生活。在熟悉又陌生的故土上，将会发生什么新的故事。伊藤以敏感坦率的笔触写下一个女人老后的身体和精神变化，以及一个人生活的自由和寂寥。在不断的别离中，直面生命的荒芜。“现在身边一个家人都没有了，我真的自由了。”
※紫式部文学奖得主、《闭经记》作者伊藤比吕美新作。送走了双亲和丈夫后，年过六十的伊藤重回日本，一边在大学任教，一边带着狗狗开始晚年的独居生活。在阔别二十余年、熟悉又陌生的故土上，将会发生什么新的故事。
※以伊藤式的坦荡幽默，记录喜悦与寂寥交织的“初老”生活。献给每一个勇敢生活的人。
※向死而生，直面生命的荒芜。进入真正的老年，死亡的阴影无处不在。母亲、父亲、丈夫、朋友、小猫，在不断的别离中，反复思考生命的意义：死而不灭，生生不息。
※知名画家石黑亚矢子绘制插图，芥川奖获奖作家金原瞳力荐：单枪匹马但不失柔软，这里有初老的奇迹。",https://dou.img.lithub.cc/book/36818389.jpg,2024-4,https://book.douban.com/subject/36818389/,8.3,,5,连着看了好几本她的书，总能把生活中的事情写的举重若轻，却又妙趣横生，老年生活各种问题却也都一一应对，看完能对老年生活产生一些勇气,,2025-06-24 02:08:13,伊藤比吕美 / 2024 / 海峡文艺出版社
34463395,诗人十四个,"十四位古代诗人和一个现代闯入者
一场始于1600年前的诗歌沙龙
·
七堂围绕“春天”意象与“青春”经验的文学课，
以现代心理学解读古代诗人，
诗与心灵自由飞动，
抵达诗歌中那些恍兮惚兮的微妙细节，
让古代心灵中幽微隐秘的部分重见天日，
成为与现代生命体验共情的丰富资源。
·
《诗人十四个》围绕“春天”意象与“青春”经验，用古诗词阐释友情、孤独、情欲、死亡、别离五种生命事件，渴求与接纳两种生命态度。全书根据这些主题分为七章，每章选择两个诗人，讲解其在这一主题下的文学样貌与诗人个人气质，并在两个诗人的对比中，呈现诗歌的不同解读，展现生命的矛盾性和可能性。",https://dou.img.lithub.cc/book/34463395.jpg,2019-7,https://book.douban.com/subject/34463395/,8.7,,,,,2025-06-17 05:17:07,黄晓丹 / 2019 / 北京联合出版公司
36338160,炙热的你,"女性身体记录着生命的历史，她会喧闹生长，自然也会回归深邃沉静。这是一部写给所有女性的温情健康启示，出版后在欧洲收获一致盛赞，长踞德亚图书总榜前5位，多次登顶《明镜》周刊畅销榜，领衔了各大健康图书榜单。同时，图书的出版也掀起了全欧洲对于女性健康与女性觉醒的探讨热潮。
图书所探讨的议题，是我们终要抵达、迄今为止却总是不被看见的重要人生阶段。随着人类寿命的延展，它甚至成为了比青春期和成熟期更为长久的一段时光。作者生动而深度地解析了有关荷尔蒙、卵巢、子宫、乳房、骨骼与心脏的一切，让我们了解到，面对身体与情感的动荡，女性不必注定承受大自然所设定的种种不适，我们每个人，都可以做更好的准备。更年期，以及它所开启的人生下半场，绝非“生命的深秋”，而是人生的盛夏——当荷尔蒙的迷雾散去，女性将不再被母亲、妻子、女儿的角色所定义，真正拥抱忠实内心的最重要的自己。浴火重生后的人生下半场，一切都是崭新的。
希望每位女性都能勇气满满迎向岁月的激流——我们的第二次人生，每刻都值得期许！",https://dou.img.lithub.cc/book/36338160.jpg,2023-6-1,https://book.douban.com/subject/36338160/,8.3,,,,,2025-06-17 05:16:52,[德]希拉•德利兹 [德] 路易莎•施托默尔 [德国] 路易莎·施托默尔 [德国] 希拉·德利兹 / 2023 / 北京科学技术出版社
2299295,未知图书,,https://dou.img.lithub.cc/book/2299295.jpg,,https://book.douban.com/subject/2299295/,0,,,读完三妹的自传顺着过来看了大哥的，作者文笔读起来不是很舒服太多个人感情和瞎评论了，重点在抗战后的部分，不知该如何评论的悲剧。,,2025-06-17 05:16:06,
36162256,一百年，许多人，许多事,"“人的一生不知要遇到多少人与事，到了我这个岁数，经历过军阀混战、抗日战争、解放战争，以及新中国成立之后发生的种种，我虽是个平凡的人，却也有许许多多的人可念，许许多多的事想说。”
本书是五四运动同龄人、西南联大进步学子、翻译名家、百岁老人杨苡的唯一口述自传。从1919年走向今天，杨苡的人生百年，正是中国栉风沐雨、沧桑巨变的百年。时代与人生的淬炼，凝结为一代知识女性的天真与浪漫之歌。
世纪回眸中，相比于传奇与成就，杨苡更看重她的“日子”，及其承载的亲情、友情、爱情和世情：童年深宅里，祖辈的煊赫、北洋政商两界的风云变幻她不大闹得清，念念不忘者，是一个个普通人的境遇；同窗情谊、少女心事、诗歌与话剧，“中西”十年乘着歌声的翅膀，最是无忧无虑；民族危亡之际，自天津、上海、香港到昆明，西迁途中高唱《松花江上》，文明之火光焰不熄；从西南联大到中央大学，记忆里依旧是年轻的身影——初见“文学偶像”巴金，大轰炸后满头灰土的闻一多，手杖点在石板路上嘀嘀笃笃的吴宓，“夸我们是勇敢少女”的恩师沈从文，还有滇水之边的月下谈心，嘉陵江畔的重逢与告别……
学者余斌历时十年，用倾听抵抗遗忘，以细节通向历史的真实。家族旧事、翡翠年华、求学之路、山河故人，一个世纪的人与事在叙述中缓缓展开。“我有意无意间充当了杨先生和读者的中间人，它应该是一部可以面向一般读者的口述史。”
【编辑推荐】
1.五四运动同龄人、西南联大进步学子、首创“呼啸山庄”译名的翻译名家、百岁老人杨苡，唯一口述自传。
从《红楼梦》《儒林外史》到《红与黑》《呼啸山庄》，杨苡先生与兄长杨宪益、爱人赵瑞蕻共同推动中文与世界对话，使文学经典如种子般在不同文明的土壤里生根开花，成就了中国文学翻译事业一个又一个高峰。
2.一个世纪的家国史：时代不是她的人生背景，她的人生就是时代本身。
军阀混战、抗日战争、解放战争、新中国成立……1919年至今，百年中国经历沧桑巨变，家与国、个人与社会载沉载浮，她为历史提供的是一份特殊的见证，传递出“普遍的人生回声”。
3.一代知识女性的浪漫人生：岁月呼啸，美无倦意。
“我出生在五四，成长的时候，正是我们这个国家最困难的时期。但就是在那么艰苦的条件下，年青一代的朝气、热情和责任感一点都没有丢。”爱国、进步、对真理和正义的追求，血液般融入杨苡先生的人生选择，明亮的人格让世人看见：被文学生活、文学事业、文学追求所浸润的人生是如何饱满与光洁，优雅而坚韧，乐观而从容。
4.观人观世的乐观豁达：人生值得一过，活着就是胜利。
因为长寿，她几乎看到了所有人的结局，荣辱浮沉，生老病死，都已成为有头有尾的故事。然而在波澜不惊的叙述后面，我们仍能不期然而然地感受到“命运”二字的分量。她常挂在嘴边的一个词是“好玩”，“好玩”影响到她的记忆和对记忆的筛选，后面未尝没有一种观人观世的态度。
5.一部面向普通读者的口述史：学者余斌历时十年，用倾听抵抗遗忘，以细节通向历史的温度与真实。附万字《书成漫记》。
家族记忆的吉光片羽、念念不忘的故人陈迹、私藏心底的少女心事、亲身经历的时代洪流……在十来平方米的小客厅里，一场以倾听抵抗遗忘的谈话持续了十余年，终于成书。“我想达到的，第一是真实，第二是真实，第三还是真实，而通向这真实的，第一是细节，第二是细节，第三还是细节。”有温度的历史是无数个体“命运”的汇集与交响，见证个体命运，也是在“见证历史”。
6.收录珍贵历史照片150张，全书彩印；锁线裸脊，尽显岁月沉淀之美；精美拉页，定格10个10年。
由于出身世家的缘故，杨先生留存自二十世纪初以来大量照片，本书收录珍贵历史照片150余张，全书彩印，辅以详实图注作为口述的延伸和补充。由“中国最美的书”奖得主周伟伟担纲设计统筹，苍青配色寓意生命常青。正文采用纯木浆纸印刷，藏读两宜；图片采用古典艺术纸印刷，还原真挚本色。锁线裸脊，装帧典雅，尽显岁月沉淀之美。附精美拉页，10个10年，眉眼间定格百年历史。
【评论&声音】
毕飞宇 | 张立宪 | 鲁豫 | 徐蓓 倾情推荐
杨苡先生是五四运动的同龄人，是自西南联大迈向广阔生活的进步学子，是首创“呼啸山庄”这一译名并使该译本成为经典的重要翻译家，是兼及诗歌、散文、儿童文学创作的勤勉写作者。山河沦落时，杨苡先生不甘安守于家庭的庇护，怀着青春热血投身时代洪流与祖国同命运；家国康宁时，杨苡先生古稀之年以生花妙笔完成《天真与经验之歌》《我赤裸裸地来：罗丹传》等著作的翻译，依然满怀蓬勃意气。
——中国作协主席、中国文联主席铁凝，中国作协党组书记、副主席 张宏森
每次去看望杨苡先生，都能感受到她的安静，同时也能感受到她的冲击。她能够安安静静地激励别人、鼓舞别人。她是批判的，更是令人尊敬的，在她的家里，我无数次体会到那种来自杨苡的幸福。我相信，体会到这种幸福的绝不可能只有我一个。
——中国作协副主席、江苏省作协主席 毕飞宇
本文属口述实录体，传主是已经百岁高龄的翻译家杨苡，文章的价值并不在于年龄、身份这些外在的东西，而是其精神内核：这是一篇“祛魅”的好文，它破除了我们对所谓“最后贵族”“簪缨之家”司空见惯的膜拜和讴歌。
——《读库》主编 张立宪
杨苡先生不是一般的百岁老人。她的家族和师友中，不乏中国近现代史上星光闪耀的人物；她在西南联大和中央大学的同学们——那些不同信仰、不同家世、不同性情的青春生命，各自有着令人唏嘘的命运——这注定了杨苡先生的口述自传，同时也是过去一百年间的家国史。时代不是她的人生背景，她的人生就是时代本身。
——《西南联大》《九零后》导演 徐蓓",https://dou.img.lithub.cc/book/36162256.jpg,2023-1,https://book.douban.com/subject/36162256/,8.5,,4,虽然写了很多名人，但是还是当作个人史来看比较好。第一章讲民国贵族生活还是挺有意思的，至少比上一本看的内容翔实一些（记忆力惊人），昆明到抗战结束这段关注点都在个人感情生活了，被凤凰男穷追乱打生子之后整个生命力似乎都消失了，还是家庭的托举不至于跌落深渊，最后后记里说赵最终是教授，而杨只是一个教员，令人有些唏嘘。,,2025-06-16 23:48:39,杨苡/口述 余斌/撰写 / 2023 / 译林出版社
36388449,在小山和小山之间,"六零后“不快乐妈妈”独自来到异国他乡，与定居于此的待产女儿重启久违的同居生活。被时代和人性辜负的母亲、想逃离母亲如山般爱意却愈加走进漩涡的女儿，她们之间横隔着母女之间的山、时代之间的山、文化之间的山。两代女性内心隐秘、柔软却坚韧的东西被层层剖出，在生活的对峙中于无声处和 解，如逢光而融的坚冰，以冰层之下潺潺流动的细微情感孕育出巨大的动容。
—————————————————————
此书巧妙地用双视点写出了母女两代的生育历程和身心转折。女儿视角的描述尤其动人，有日出而作的文化斡旋，有日落而息的两性交战，更有于无声处听了惊雷又见南山的平常人生。
——毛尖（作家、影评人）
身为男性，母女情始终是我最难读懂的世间情。然而，这篇小说让我相信自己读懂了。李停以沉着的叙事，巧妙的布局，搬动了两座山走向彼此。最动人的相拥，并不需要真的张开怀抱。
——郑执（作家、编剧）
—————————————————————
一个身体，两个心跳。
从孕育生命那一刻起，母女之间就长出了一辈子都无法相割的丝带。
她们之间，永远不变的是关心却宁愿用激烈语言的争斗，是相爱却无法说出口的沉默。
在不可避免的交锋、争吵、埋怨、相互伤害之中，母亲和女儿，究竟要走过多久，才能真正理解对方。
女儿在一次又一次与母亲的告别中，完成了成长这件小事。
母亲在一次又一次得体的退出后，完成了养育女儿的天命。
只有当我们成为母亲，才能真正理解母亲。
这世间的所有母亲，都是一座座不起眼但坚强的小山。
祝福所有存有缺憾的她们，在阅读完本书之后，都能获得一丝谅解和感动。",https://dou.img.lithub.cc/book/36388449.jpg,2023-5-18,https://book.douban.com/subject/36388449/,8.1,,3,哎 东亚女性故事太苦了,,2025-06-13 00:24:13,李停 / 2023 / 上海文艺出版社
36138979,山居杂忆,"· 故人远去，四时悲喜，山河动荡，匆匆百年。
· 一位大家闺秀的百年家族记忆，一部传统中国的温情记录。堪称近代中国《百年孤独》。
· 数十万读者真口碑高分经典，数度火爆互联网以至一书难求。2022年全新修订，再版回归！
·  《中国图书商报》2000年最佳畅销书，被誉为“近30年九大女性回忆录”之一。
· 一部《山居杂忆》，半生颠沛流离。作者高诵芬出生于民国杭州的一个书香世家，历经成长、婚嫁、战争、动荡，晚年漂洋过海旅居南澳，在儿子徐家祯的协助下写就此书。
· 老人云淡风轻地讲起故乡的四季风俗、人事变迁，及家族百年的沉浮与悲喜。文字似无华之水，细节皆温情，处处是漫长岁月留下的痕迹。
· 一部真正属于“人的文学”。老人书写平常人的平常事，包括记忆里的家族、人情、往事，回忆故乡一年四季的风俗、风物、风景。生老病死，结婚生子，盐米油盐，世故周旋……在秩序之中把人生过得有滋有味。日子如流水，老人用心境洞穿了它，清澈如许。
· 精装珍藏，典雅品质。护封采用进口云萱纸，时光如在流水在纹理间流走；内文纸张采用瑞典轻型+顺纹印刷，纸张柔软可摊开阅读。
· 全书收录100余幅珍贵老照片，再现百年影像，重读传统中国之温情记录。
作者高诵芬出身名门，家族命运在历史中起落沉浮。她的回忆更像是历史尘埃落定后的闲谈。
书中记录有上百人，她细细写下记忆里的食物、风俗习惯、长辈、师友、医生与面目鲜活的仆人。有一年四季的风俗，有出嫁的礼仪和制作的点心、糕饼与桂花糖，也有哄孩子入睡的故事……
笔下大家庭的旧时日常、满目繁华，虽家声显赫、佣人众多，却从不见骄矜辞色，反而有种穆穆闲闲的素洁之美。她写经历过的那些普通人的普通事，这些熙熙攘攘、承平风物，是“一个闺房小姐和家庭妇女眼中、历经半世纪的生活看到的世界”，更像一部生动的地方志。
一个世纪的往事如过眼云烟，充满了人生悲凉和慨叹。这位大家闺秀记忆在温婉如水的文字中浸透心扉，令人彻夜心静。",https://dou.img.lithub.cc/book/36138979.jpg,2022-10-1,https://book.douban.com/subject/36138979/,8,,2,大小姐的故事看过几次之后愈发没有耐心了，更多只是描述缺少真人感受,,2025-06-12 23:22:24,高诵芬 徐家祯 / 2022 / 花城出版社
35817710,日日杂记,"“我们真的活了好久。我对浮世产生了眷恋。”
.
一位从未想过从事写作的家庭主妇、作家丈夫的口述笔记员。
丈夫去世后，五十二岁以《富士日记》惊现日本文坛。
讲述母女相伴相守的日常——《日日杂记》中文版首度亮相。
.
一天，地下剧场放映松本清张的《砂之器》，电影出现旧时日本的景色，只去过热海和京都的我却有种怀念之感。
一天，花[女儿]做了个梦：我在隅田川游泳，和我并行，在我的斜上方，妈妈在飞。
一天，阿球[猫咪]没了呼吸。按人类的年龄，它一百岁了。
一天，我弄丢了花的钱包。她一句话也不说，脚步严峻又匆忙。我感觉自己变成了十分老迈的人。
一天，看到关东煮的实物模型，情绪像热水一样涌上来：死后的世界该很寂寥吧。那个世界没有这样的热闹吧。我还想在充斥着这些东西的世界再活一阵！
……
母女和爱猫共度的最后一段人生旅程。一日三餐，携伴出行，平静的日常深处不时翻起记忆的潮涌。
武田百合子是晚成的也是天生的散文家，她以孩童般鲜活又强烈的目光，记述倏然而至、令人莞尔的细节，悠长四季流转更迭的风物，裹挟在死之预感与生之眷恋中、一日一日步履不停的人们。她的日记是生活的枝与叶，撷取到手，仍在呼吸。",https://dou.img.lithub.cc/book/35817710.jpg,2022-5,https://book.douban.com/subject/35817710/,7.8,,3,,,2025-06-12 22:44:41,武田百合子 / 2022 / 北京日报出版社
36331621,格外的活法,"“路变窄了，但还可以走”
日籍华语作家吉井忍全新力作
在不那么完美的日子，守住那份“标准规格之外”的自由
【内容简介】
在极致追求效率的社会，总会 有人站在时代前列，发挥先锋模范的作用，写出激发人心的励志故事。但我们在生活中也会遇到一种人，她/他会让你叹赏：对于自己的人生，竟可以做出这样的选择。
作家吉井忍走入日本的大街小巷，历时七年，采访各行各业的普通人，探访12种主流秩序外的格外活法。
有人早上起床在东京街头回收垃圾，晚上在剧场讲段子引得众人发笑，“世上没有所谓的垃圾，但一旦扔掉，它就变成垃圾了。”
有人离开日本面积最大的书店，在南方小岛开了家日本面积最小的旧书店，发现“一旦离开公司职员身份，我真的就一个人了”。
有人19年盖一栋楼，从自己动手浇灌混凝土开始，在只鼓励人成为“消费者”的社会当一个“创造者”……
这些人可能是你的邻居，或商店街角落中一家小店的店主，面对日常无数的琐碎和烦躁，她/他们不着急寻找答案，而是选择接受状态模糊的自己，以现有的能力面对不确定性，留给自己自由思考的空间——面向人生，继续提问，继续追问。
·
【编辑推荐】
★日籍华语作家吉井忍新作：在不那么完美的日子，守住那份”标准规格之外”的自由
大学毕业后出国游荡各地，不买房不上班，甘愿落后几圈用自己的节奏慢跑，如此二十年后，吉井忍从北京回到东京。此时的日本面临高度老龄化和贫富分化，主流之外的容身之处越来越少。
“跳出胜负束缚之后的路，该怎么走？”带着这样的问题，她将目光转向日本街巷、各行各业的普通人，她/他们在社会由盛转衰之后，不强迫自己嵌套进标准规格中，在不那么残酷、也不那么完美的日子里，用心固守自己的底线，守住一份尊严。
★探访12种格外的活法，探索无限种人生的可能：路变窄了，但还可以走
在极致追求效率的社会，总会有人站在时代的前列，发挥先锋模范的作用。但我们在生活中也会遇到一种人，她/他会让你叹赏：对于自己的人生，竟可以做出这样的选择。
这些人都不是“奇特人物”，也不是翻山越岭方可见面的仙人，而可能是你的邻居，或商店街角落的店主。她/他们跳脱出或躺平或内卷的游戏规则，在标准规格之外开辟出自己的天地。吉井忍用一贯细腻的笔触，书写普通人生活在不确定性之中挣扎、笨拙、退却后又迈进的日常，献给每一个认真生活的人。
★不一样的日本漫游指南，在街头巷尾、历史缝隙之间触摸最鲜活的市井日本
在冲绳熙熙攘攘的市场中走进一家旧书店，推开一扇通往冲绳历史与文化的门；在横滨闹中取静的文身工作坊品味昭和人情和义理；在福岛遇见坚守原地的人，一窥那个慌不择路的时代……在一次次与人的真诚连接中重新发现日本。
★著名书装设计师陆智昌操刀设计，愿每个人都能找到自己的那把椅子坐下
156张摄影图，全书彩印，图文并茂。纯质纸印刷，锁线胶订，翻阅柔顺，质感舒适。",https://dou.img.lithub.cc/book/36331621.jpg,2025-2,https://book.douban.com/subject/36331621/,8.2,,3,,,2025-06-12 22:34:15,[日] 吉井忍 / 2025 / 文汇出版社
